,Object_Description,Program_Description,SubFund_Description,Job_Title_Description,Facility_or_Department,Sub_Object_Description,Location_Description,FTE,Function_Description,Position_Extra,Text_4,Total,Text_2,Text_3,Fund_Description,Text_1
295788,Professional Salaries,Bilingual Education,,T-EL 5TH ESL,,General,School ,1,Instruction,,,65004.11299,,,General Fund,
339227,Professional Salaries,Basic Educational Services,,T-EL 5TH,,General,School ,1,Instruction,,,54877.26008,,,General Fund,
37032,Employee Allowance,Undistributed,,CELL PHONE,,Mobile Phone,School ,,School Leadership,,,524.7308565,,,General Fund,
324230,Employee Allowance,Accelerated Education,,,,Mobile Phone,School ,,Social Work Services,,,0.64,,,General Fund,
242474,Extra Duty/Signing Bonus Pay,Undistributed,,,,General,School ,,School Leadership,,,1624.906237,,,General Fund,
202396,Food/Refreshment,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Community Services,,,1000.08,,,Title I- Part A,
284533,Professional Salaries,Accelerated Education,,PEER OBSERVER,,General,School ,1,Curriculum & Instructional Staff Development,,,60989.75824,,,Teacher Incentive Grant (TIF) Effective  ,
96151,Miscellaneous Contracted Srvcs,Accelerated Education,,,,General,Prekindergarten Demonstration School,,Instruction,,,19999.62,,,General Fund,
279667,General Supplies,Special Education,,,,Hearing Impaired,State Deaf,,Curriculum & Instructional Staff Development,,,0.1,,,IDEA-B-Deaf,
202684,Part-Time Hourly,Undistributed,,,,Line Item that is paid with Campus' money,School ,,Security & Monitoring Servicess,,,18232.95395,,,General Fund,
445155,Professional Salaries,Basic Educational Services,,T-EL ART,,General,School ,0.33,Instruction,,,17405.23439,,,General Fund,
411091,Reading Materials including Library Books,Special Education,,,,Hearing Impaired,ABD,,Instruction,,,297.28,,,IDEA-B-Discretionary,
63167,Employee Travel  (including In-District and Out-of-District),Career and Technology,,,,General,School to Work,,Instructional Leadership,,,-0.08,,,Voc Ed- Basic Grant,
400885,Employee Allowance,Special Education,,TRAVEL,,General,Special Education,,"Guidance, Counseling and Evaluation Services",,,2392.906408,,,General Fund,
66059,Career Ladder,Accelerated Education,,CL ,,General,County Detention Center,,Instruction,,,3276.585353,,,General Fund,
252276,Salaries for Support Personnel,Special Education,,TCHR ASST- SP E,,General,School ,1,Instruction,,,33149.35273,,,General Fund,
358996,Professional Salaries,Bilingual Education,,T-EL KIN BIL,,General,School ,1,Instruction,,,57577.43387,,,General Fund,
61869,Equipment Maintenance Repairs,Career and Technology,,,,Family & Consumer Sci-HS   ,School ,,Instruction,,,399.68,,,General Fund,
434261,Extra Duty/Signing Bonus Pay,Prekindergarten,,,,Community Training and Assistance Center,Pre-K Center,,Instruction,,,125970.4089,,,General Fund,
436615,General Supplies,Special Education,,,,Special Education,School ,,Instruction,,,710.09,,,IDEA-B Formula,
49484,Professional Salaries,Career and Technology,,T-HS CATE INN,,General,School ,1,Instruction,,,53864.92431,,,General Fund,
178664,General Supplies,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Instruction,,,27620.04,,,Title I- Part A,
135755,Extra Duty/Signing Bonus Pay,Athletics and Related,,"AC, JRVAR BASEB",,General,School ,,Cocurricular & Extra Curricular Activities,,,4531.674154,,,Athletics,
172595,Professional Salaries,Accelerated Education,,INSTR/CURR SPEC,,Reading Literacy,School ,0.5,Curriculum & Instructional Staff Development,,,31274.86368,,,General Fund,
424719,General Supplies,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Community Services,,,392.56,,,Title I- Part A,
327973,Salaries for Support Personnel,Special Education,,BUS DRIVER,,General,Transportation Office,0.5938,Student Transportation,,,18507.33677,,,General Fund,
56234,Employee Travel  (including In-District and Out-of-District),State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Curriculum & Instructional Staff Development,,,7436.05,,,Title I- Part A,
195109,Professional Salaries,Basic Educational Services,,T-EL P.E.,,General,School ,0.17,Instruction,,,9214.928688,,,General Fund,
172779,Extra Duty/Signing Bonus Pay,State Comp.Ed.-Support Title I Campuses,,,,Cycle  (used for grants),School ,,Instruction,,,0.09,,,Title I- Part A,
231745,Extra Duty/Signing Bonus Pay,Athletics and Related,,"AC, SOCCER",,General,School ,,Cocurricular & Extra Curricular Activities,,,4532.604154,,,Athletics,
133941,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HC, BASKETBALL",,General,School ,,Cocurricular & Extra Curricular Activities,,,2075.585057,,,Athletics,
347219,Extra Duty/Overtime,Undistributed,,,,Line Item that is paid with Campus' money,School ,,School Leadership,,,4558.129778,,,General Fund,
289577,Salaries for Support Personnel,Undistributed,,CUSTODIAN I,,General,School ,1,Plant Maintenance & Operations,,,34069.87841,,,General Fund,
370006,Substitute for Other Professionals,Undistributed,,,,General,School ,,School Leadership,,,10924.65451,,,General Fund,
275141,Salaries for Support Personnel,Undistributed,,CLERK III- SCH,,Line Item that is paid with Campus' money,School ,1,School Leadership,,,33331.32744,,,General Fund,
76326,Extra Duty/Signing Bonus Pay,Basic Educational Services,,EXTRA CLASS,,General,School ,,Instruction,,,7223.298784,,,General Fund,
277169,Professional Salaries,Undistributed,,INSTRUCT COACH,,General,School ,1,Curriculum & Instructional Staff Development,,,54201.76934,,,General Fund,
46889,Extra Duty/Overtime,Undistributed,,,,General,School ,,School Leadership,,,0.17,,,General Fund,
441486,Salaries for Support Personnel,Special Education,,TCHR ASST- SP E,,General,School ,1,Instruction,,,34594.81471,,,IDEA-B Formula,
48707,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HD COACH,VAR BB",,General,School ,,Cocurricular & Extra Curricular Activities,,,7252.608515,,,Athletics,
247671,Professional Salaries,Accelerated Education,,T-HS,,General,Learning Support Services,1,"Guidance, Counseling and Evaluation Services",,,55161.88291,,,General Fund,
389453,Extra Duty/Overtime,Special Education,,,,General,School ,,Instruction,,,1.21,,,General Fund,
251824,General Supplies,Basic Educational Services,,,,Drama/Theater Arts,School ,,Instruction,,,500.43,,,General Fund,
300208,Professional Salaries,Basic Educational Services,,T-HS BIOLOGY,,General,School ,0.67,Instruction,,,35636.37839,,,General Fund,
409734,Professional Salaries,Special Education,,T-HS/SE MATH,,General,School ,1,Instruction,,,56227.8082,,,General Fund,
131707,Professional Salaries,Basic Educational Services,, CHOIR,,Choral Music,School ,1,Instruction,,,54450.27842,,,General Fund,
364171,Salaries for Support Personnel,Special Education,,BUS DRIVER,,General,Transportation Office,1,Student Transportation,,,31169.57358,,,General Fund,
2974,Extra Duty/Overtime,Undistributed,,,,Line Item that is paid with Campus' money,School ,,School Leadership,,,2025.113808,,,General Fund,
408732,Career Ladder,Special Education,,CL ,,Physical Education,School ,,Instruction,,,3276.275353,,,General Fund,
333280,Salaries for Support Personnel,Undistributed,,CONST PROJ MGR,,General,Construction Management,1,Plant Maintenance & Operations,,,68546.26,,,General Fund,
379566,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HD COACH, TRACK",,General,School ,,Cocurricular & Extra Curricular Activities,,,6718.993474,,,Athletics,
49992,Reading Materials including Library Books,Accelerated Education,,,,Line Item that is paid with Campus' money,School ,,"Guidance, Counseling and Evaluation Services",,,200.48,,,General Fund,
151695,Professional Salaries,Basic Educational Services,,T-HS CHEMISTRY,,General,School ,0.67,Instruction,,,48980.78584,,,General Fund,
351226,Professional Salaries,Special Education,,T-MS/SE READING,,General,School ,1,Instruction,,,52739.97087,,,General Fund,
239324,Substitute Teachers,Basic Educational Services,,,,General,School ,,Instruction,,,85244.78899,,,General Fund,
188088,Salaries for Support Personnel,Undistributed,,SECURITY GUARD,,General,School ,1,Security & Monitoring Servicess,,,25035.93093,,,General Fund,
287195,Professional Salaries,Athletics and Related,,ATHL TRAINER,,General,School ,1,Cocurricular & Extra Curricular Activities,,,56307.48323,,,Athletics,
295129,Salaries for Support Personnel,Undistributed,,CUSTODIAN I,,General,Service Center Housekeeping,1,Plant Maintenance & Operations,,,31813.11045,,,General Fund,
432041,Miscellaneous Contracted Srvcs,Undistributed,,,,,Chief School Office,,"Guidance, Counseling and Evaluation Services",,,124998.92,,,General Fund,
91490,Career Ladder,Basic Educational Services,,,,General,School ,,Instruction,,,1638.557677,,,General Fund,
392651,Professional Salaries,Basic Educational Services,,T-EL KIN,,General,School ,1,Instruction,,,53527.29441,,,General Fund,
366436,Salaries for Support Personnel,Special Education,,BASE SCHEDULER,,General,Transportation Office,1,Student Transportation,,,48157.61293,,,General Fund,
379200,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HD COACH,VAR BB",,General,School ,,Cocurricular & Extra Curricular Activities,,,7254.038515,,,Athletics,
77630,Substitute Teachers,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Instruction,,,5327.633,,,Title I- Part A,
258487,Gas & Other Fuels,Undistributed,,,,General,School ,,Plant Maintenance & Operations,,,12992,,,General Fund,
132419,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HC, BASKETBALL",,General,School ,,Cocurricular & Extra Curricular Activities,,,2075.065057,,,Athletics,
274890,Salaries for Support Personnel,Special Education,,TCHR ASST- SP E,,General,ABD,1,Instruction,,,35410.79411,,,IDEA-B Formula,
162993,Professional Salaries,Basic Educational Services,,T-HS SPANISH,,General,School ,1,Instruction,,,52852.06367,,,General Fund,
372540,General Supplies,Undistributed,,,,Line Item that is paid with Campus' money,School ,,Plant Maintenance & Operations,,,498.94,,,General Fund,
187315,Professional Salaries,Career and Technology,,T-HS CATE GRAPH,,General,School ,0.16,Instruction,,,8455.953387,,,General Fund,
291456,Salaries for Support Personnel,Undistributed,,FOOD PROD SPIII,,General,School ,0.6875,Food Services,,,19563.96898,,,Nat'l Schl Breakfast & Lunch Prog.,
203255,General Supplies,Special Education,,,,Special Education,School ,,School Leadership,,,264.06,,,General Fund,
129217,,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Instruction,,,14999.94,,,Title I- Part A,
424030,Professional Salaries,Bilingual Education,,T-EL 2ND ESL,,General,School ,1,Instruction,,,59603.48785,,,General Fund,
322722,Professional Salaries,Special Education,,T-EL/SE,,General,School ,1,Instruction,,,65003.23299,,,General Fund,
362463,Professional Salaries,Bilingual Education,,T-EL 4TH ESL,,General,School ,1,Instruction,,,52627.199,,,General Fund,
39895,Software,Undistributed,,,,General,Management Info System,,Data Processing Services,,,1363138.47,,,General Fund,
54651,Salaries for Support Personnel,Undistributed,,ACCOUNTANT II,,General,Finance,1,General Administration,,,62482.26324,,,General Fund,
319171,Extra Duty/Overtime,Undistributed,,,,General,Campus and District Accountability,,Instructional Leadership,,,1529.885832,,,General Fund,
65537,Employee Allowance,Undistributed,,CELL PHONE,,Mobile Phone,Transportation Office,,Student Transportation,,,524.4808565,,,General Fund,
118032,,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Instruction,,,3000.03,,,Title I- Part A,
275346,Salaries for Support Personnel,Undistributed,,FOOD PROD SP IV,,General,School ,0.875,Food Services,,,23305.59574,,,Nat'l Schl Breakfast & Lunch Prog.,
374984,Professional Salaries,Bilingual Education,,T-EL KIN BIL,,General,School ,1,Instruction,,,52514.7262,,,General Fund,
431254,Employee Allowance,Accelerated Education,,,,Support NI-AU (Needs Improvement-Academically Unacceptable),School ,,Instruction,,,0.59,,,General Fund,
321095,Professional Salaries,Prekindergarten,,T-EL PK ESL,,Pre-K,School ,1,Instruction,,,70653.33965,,,General Fund,
427174,Employee Travel  (including In-District and Out-of-District),Undistributed,,,,Line Item that is paid with Campus' money,School ,,Curriculum & Instructional Staff Development,,,3000.33,,,General Fund,
41686,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HC, SOFTBALL",,General,School ,,Cocurricular & Extra Curricular Activities,,,6718.313474,,,Athletics,
398809,Extra Duty/Signing Bonus Pay,Undistributed,,ASST BAND DIR,,General,School ,,Cocurricular & Extra Curricular Activities,,,2872.028108,,,General Fund,
25101,General Supplies,Undistributed,,,,Line Item that is paid with Campus' money,School ,,"Guidance, Counseling and Evaluation Services",,,1499.37,,,General Fund,
423532,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HC, SOCCER",,General,School ,,Cocurricular & Extra Curricular Activities,,,907.9697329,,,Athletics,
351821,Salaries for Support Personnel,Undistributed,,CHILD CARE WKR,,Child Care Program-After School,School ,0.5,Community Services,,,15691.68078,,,Child Care Program,
217624,Student Meals/Room/Other,Undistributed,,,,General,"School, Family and Community Education",,Cocurricular & Extra Curricular Activities,,,2475.28,,,American Indian Educ. Proj.,
108677,Salaries for Support Personnel,Special Education,,TCHR ASST- SP E,,General,School ,1,Instruction,,,36505.04757,,,General Fund,
356788,Reading Materials including Library Books,Undistributed,,,,Line Item that is paid with Campus' money,School ,,Curriculum & Instructional Staff Development,,,799.5,,,General Fund,
215068,Professional Salaries,Basic Educational Services,,T-EL KIN BIL,,General,School ,1,Instruction,,,52738.93087,,,General Fund,
145339,Professional Salaries,Basic Educational Services,,,,,School ,1,Instruction,,,54877.81008,,,General Fund,
428615,Professional Salaries,Basic Educational Services,, MATH,,General,School ,1,Instruction,,,59603.35785,,,General Fund,
239656,Salaries for Support Personnel,Undistributed,,CUSTODIAN I,,General,School ,1,Plant Maintenance & Operations,,,33455.20609,,,General Fund,
420332,General Supplies,Athletics and Related,,,,Boy Cross Country,School ,,Cocurricular & Extra Curricular Activities,,,199.52,,,Athletics,
12916,Professional Salaries,Accelerated Education,,T-HS AVID,,AVID supplement,School ,0.17,Instruction,,,9199.663091,,,General Fund,
81284,Extra Duty/Signing Bonus Pay,Accelerated Education,,,,AVID supplement,School ,,Instruction,,,4369.093804,,,General Fund,
167400,Professional Salaries,Undistributed,,SCIENCE SPEC,,General,Science and Health,0.5,Curriculum & Instructional Staff Development,,,34024.35463,,,General Fund,
409318,Professional Salaries,Accelerated Education,,SOCIAL SVCS SPE,,General,Learning Support Services,1,"Guidance, Counseling and Evaluation Services",,,57292.82114,,,General Fund,
168664,Salaries for Support Personnel,Undistributed,,PAINTER II,,General,Service Center Bldg & Grounds,1,Plant Maintenance & Operations,,,46786.15351,,,General Fund,
413554,General Supplies,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,"Guidance, Counseling and Evaluation Services",,,500,,,Title I- Part A,
248339,Salaries for Support Personnel,Undistributed,,PROG/ANALY IV,,General,Management Info System,1,Data Processing Services,,,90816.30605,,,General Fund,
191989,Salaries for Support Personnel,Undistributed,,BUS DRIVER,,General,Transportation Office,0.7708,Student Transportation,,,19441.46009,,,General Fund,
